83803980,2431422922830
83392068,2431426265166
83291713,2431436849230
81754911,2431424266318
80030050,2431423807566
80027955,2431439142990
78880908,2431430459470
78880902,2431430819918
78880915,2431431835726
79071264,2431439110222
132232309,2431438913614
132232311,2431438487630
132232316,2431424725070
132232318,2431426134094
132232323,2431431213134
91231257,2431425708110
86513990,2431424069710
86399269,2431439470670
85434701,2431428526158
82061889,2431426429006
81754974,2431432261710
81754959,2431432196174
81754953,2431432163406
132232329,2431426166862
132396567,2431436488782
92751592,2431435145294
92751580,2431426658382
78880880,2431422955598
78880877,2431422660686
78880868,2431422627918
78880865,2431422464078
78880862,2431422333006
131346523,2431428755534
125710543,2431435014222
109690046,2431439077454
133235021,2431432425550
133235030,2431431147598
133235036,2431428624462
133235039,2431438848078
133235042,2431438618702
125584382,2431425577038
112750094,2431430525006
130001518,2431426822222
126910900,2431431409742
100488197,2431427969102
95510051,2431433244750
94429335,2431438291022
94429333,2431424102478
94024740,2431425806414
93540191,2431423479886
93472052,2431433408590
93472044,2431436587086
91910379,2431422431310
91910374,2431423840334
91910369,2431423873102
91910364,2431423774798
90741530,2431422726222
90741528,2431423742030
81754979,2431432294478
131735268,2431429312590
125574989,2431427903566
115780189,2431426789454
109990700,2431433179214
101385242,2431428427854
133202721,2431429771342
133202720,2431430197326
131346585,2431422365774
115890120,2431423053902
99587070,2431429050446
98209096,2431427838030
98209026,2431432917070
97903432,2431438454862
97852252,2431432851534
97511569,2431431966798
97511462,2431431475278
97511451,2431431639118
131346586,2431425544270
129645767,2431437537358
129501751,2431437078606
129501638,2431428919374
128827482,2431425019982
126910795,2431431442510
126849640,2431438782542
126699438,2431439241294
125584476,2431436980302
125584042,2431427936334
123871591,2431437176910
123853439,2431429443662
121959187,2431432491086
117353487,2431434981454
117353474,2431433343054
117190242,2431431770190
115890115,2431435079758
114371109,2431426494542
113393248,2431429017678
111995473,2431431802958
110701124,2431436292174
109990971,2431433670734
109990878,2431433932878
109943828,2431432458318
109943827,2431424856142
104621305,2431424888910
104621303,2431424954446
104621301,2431438061646
104311493,2431435243598
104311492,2431434817614
100198602,2431429410894
78880874,2431423971406
132008574,2431423250510
115890124,2431423086670
99847491,2431425445966
132396562,2431431245902
132396561,2431431278670
126849267,2431425151054
126485692,2431434293326
123871641,2431437930574
123871587,2431439306830
115890126,2431423119438
114462422,2431425871950
114281156,2431430361166
114223012,2431426101326
111234773,2431430590542
110701125,2431435833422
100488455,2431424757838
118803079,2431427706958
118803096,2431427772494
103973647,2431428493390
117925141,2431424364622
117925133,2431429214286
117925132,2431429247054
117925130,2431429279822
117925143,2431428821070
117925139,2431429148750
117925129,2431429115982
117925135,2431429181518
126699523,2431430983758
126699526,2431431082062
126699506,2431430950990
126699525,2431431016526
126699527,2431431114830
92268591,2431433211982
117353472,2431433310286
95510058,2431433769038
117353475,2431433998414
95510060,2431434129486
125669158,2431434162254
117353478,2431434621006
94429241,2431435571278
103973030,2431434653774
95510062,2431434883150
94429242,2431435636814
114734110,2431435866190
114734111,2431435931726
114734114,2431435997262
114734118,2431436030030
114734105,2431436095566
114734112,2431436128334
95510053,2431433572430
95510050,2431436423246
110422023,2431437406286
114223069,2431436816462
121238214,2431438749774
95925141,2431424561230
123853918,2431437242446
81754984,2431431901262
110422118,2431438192718
80059516,2431429640270
78880904,2431426461774
114223010,2431424790606
110701055,2431437504590
95015287,2431425183822
94024950,2431437799502
96520386,2431429574734
91910380,2431422857294
115717209,2431424987214
133140633,2431429869646
127493869,2431429476430
126699706,2431436652622
126485694,2431434326094
126184151,2431425740878
102593188,2431435210830
133202687,2431429902414
126699721,2431428984910
126485696,2431436456014
92268612,2431435767886
133202690,2431430099022
126699723,2431429607502
133202713,2431430262862
133202706,2431430295630
133202702,2431430131790
133202692,2431430000718
114884360,2431425085518
95925123,2431424626766
95510055,2431435702350
95308400,2431424593998
94429240,2431435178062
92268621,2431436619854
92268614,2431436161102
92268608,2431434752078
92268607,2431434555470
92268606,2431434489934
92268605,2431434457166
92268604,2431434391630
92268603,2431434227790
92268601,2431434096718
92268600,2431434063950
92268599,2431434031182
92268597,2431433801806
91910382,2431422791758
133073154,2431430623310
131654802,2431428886606
131346517,2431437635662
118803112,2431427313742
118803111,2431427280974
118803102,2431426854990
117353479,2431434686542
114281151,2431430328398
110466020,2431437340750
105301286,2431439437902
105191242,2431426330702
100658040,2431435374670
100658039,2431435440206
100488452,2431432130638
100488432,2431432097870
100488410,2431432032334
100488195,2431428100174
100488187,2431428034638
95925140,2431424462926
92268598,2431433867342
132396569,2431437045838
126699720,2431429541966
105301248,2431433113678
112266205,2431431704654
97511566,2431437209678
95308405,2431424692302
126699561,2431430918222
126699550,2431430852686
95308404,2431424495694
92268613,2431435800654
80030053,2431423938638
97852245,2431432818766
110681002,2431437373518
80030051,2431424036942
133202727,2431426035790
133202723,2431430688846
133202730,2431438717006
95510861,2431426592846
118803083,2431426887758
118803092,2431426986062
118803097,2431427018830
118803099,2431427051598
118803094,2431427117134
118803086,2431427248206
118803095,2431427346510
118803091,2431427608654
118803081,2431427641422
118803077,2431427674190
90584598,2431425773646
126699508,2431431049294
114884629,2431437897806
92268610,2431434948686
118803078,2431427739726
109990537,2431433703502
97852248,2431432654926
100198604,2431430492238
97852232,2431439372366
92268617,2431436259406
118803101,2431427182670
95015293,2431437570126
83392380,2431430393934
129097144,2431428853838
132232301,2431425609806
132232313,2431437144142
108102019,2431432589390
132396570,2431436521550
132232330,2431425970254
132232314,2431432523854
132232325,2431428952142
93472045,2431434424398
114884632,2431431311438
132232315,2431426003022
117264336,2431432753230
132232306,2431439339598
132232319,2431425937486
92751594,2431435046990
132232324,2431438028878
100658038,2431435407438
102248073,2431438520398
114734115,2431435964494
129645166,2431431868494
131346548,2431436914766
126849444,2431428722766
79071287,2431438258254
101917447,2431425249358
