80160603,2431426199630
112266203,2431425511502
94024739,2431425839182
95510864,2431426527310
92268594,2431433506894
117353489,2431435309134
78880859,2431376523342
129912229,2431439175758
114804742,2431426363470
92268592,2431433375822
80792156,2431438946382
117353477,2431434522702
104708050,2431437668430
98651008,2431433965646
92268611,2431435276366
129645073,2431431376974
94429331,2431437733966
78880887,2431426232398
104621304,2431425052750
131031111,2431436881998
123871474,2431435341902
115890107,2431424135246
114804735,2431431573582
78880916,2431439274062
114804734,2431431540814
92268602,2431434195022
132396565,2431436554318
126184137,2431423578190
102986592,2431438389326
80059513,2431431344206
117353490,2431435538510
92268619,2431436390478
117353491,2431435735118
92268618,2431436324942
97511594,2431427870798
93540195,2431423447118
95780013,2431425314894
95510863,2431426723918
111234772,2431438422094
92538230,2431424004174
92268616,2431436226638
92268609,2431434850382
95510826,2431425380430
118803084,2431427575886
118803089,2431426920526
121959191,2431435505742
118803082,2431427149902
80030003,2431438225486
84265403,2431422496846
100300236,2431425216590
101917486,2431437602894
126849565,2431439044686
91910386,2431426068558
80160587,2431428558926
130001531,2431437275214
80059509,2431437963342
94024742,2431437832270
118803110,2431427215438
118803109,2431427477582
129501762,2431428591694
118803088,2431427379278
104311490,2431434260558
96520378,2431425347662
104311491,2431434588238
106205084,2431435669582
131606107,2431423381582
101385245,2431428460622
110466013,2431437307982
114223068,2431436718158
104621302,2431424921678
101385324,2431428296782
101385266,2431428231246
101385264,2431428198478
101385259,2431428264014
101385247,2431428329550
101385246,2431428395086
126121135,2431437111374
114884630,2431425642574
95925139,2431424430158
92538232,2431422398542
115890132,2431423021134
102986375,2431432982606
97852249,2431432687694
131842599,2431422595150
117264337,2431437439054
105912272,2431422529614
126849573,2431433080910
102986346,2431433015374
97852251,2431432720462
92538234,2431422693454
99607889,2431439405134
97903404,2431424168014
97511595,2431436947534
97511573,2431432065102
97511571,2431431999566
94429328,2431437766734
92268596,2431433736270
127555765,2431437701198
126699549,2431430885454
123474385,2431423610958
118803105,2431427444814
117353486,2431434784846
117353482,2431434719310
117353476,2431434358862
113460394,2431425118286
113460379,2431428165710
110422020,2431437471822
108872383,2431431737422
106908825,2431425478734
105301280,2431430426702
105040257,2431428657230
102805252,2431431508046
102248072,2431438553166
102093037,2431425282126
101385315,2431433900110
101385314,2431433637966
101013337,2431429509198
100658100,2431434915918
100300220,2431433146446
100198603,2431438356558
99587071,2431429083214
106908477,2431432949838
100439093,2431424200782
94024744,2431424299086
96592040,2431425413198
105912271,2431422988366
105912260,2431422890062
100488193,2431428132942
132170593,2431423414350
126629485,2431423152206
115890131,2431423316046
115890130,2431423217742
115890129,2431423283278
115890128,2431423184974
115838321,2431423348814
126121134,2431437865038
95308402,2431424659534
92268595,2431433539662
126629484,2431423676494
125584478,2431438323790
121959195,2431435472974
117925167,2431423643726
114223072,2431436750926
114223038,2431426625614
111234774,2431431671886
133202719,2431430164558
133202695,2431430033486
133202725,2431438880846
133202703,2431429967950
133202697,2431430066254
133202716,2431429673038
133202708,2431429804110
133202712,2431429836878
133202715,2431429705806
133202718,2431429738574
133235017,2431430656078
133235019,2431432327246
133235018,2431430721614
133235022,2431430754382
133235023,2431430787150
133235025,2431428689998
133235027,2431427805262
133235028,2431429345358
133235031,2431432622158
133235033,2431437013070
133235041,2431438651470
95510056,2431433834574
92268593,2431433441358
124446457,2431429378126
103750821,2431426396238
